fr24_id,hex,callsign,lat,lon,track,alt,gspeed,vspeed,squawk,timestamp,source
3b59fa03,A77B6F,UPS65,22.35722,114.20068,113,9200,319,2496,3545,2025-07-21T07:44:58Z,ADSB
3b59ff8a,781F81,CHC12D,22.64031,114.07242,253,2000,137,0,0,2025-07-21T07:59:59Z,ADSB
3b5a06c5,781BF5,CSN356,22.38844,114.12128,114,7150,270,2432,5763,2025-07-21T07:59:59Z,ADSB
3b5933cd,780B0C,CHC53D,22.67789,114.21292,256,1975,138,-64,0,2025-07-21T07:59:42Z,ADSB
3b59d226,7821A2,CHC25D,22.57787,113.92118,227,1100,83,-256,1141,2025-07-21T08:14:39Z,ADSB
3b5a0040,7819C5,CHC11D,22.62858,114.03783,246,1950,122,-64,0,2025-07-21T08:14:33Z,ADSB
3b59e491,780D4A,AMU109,22.35196,114.18236,265,17450,330,-1344,5005,2025-07-21T08:14:59Z,ADSB
3b5a1e03,780DF3,CSN8575,22.55223,113.85731,153,4200,217,1024,4222,2025-07-21T08:29:58Z,ADSB
3b5a1bc9,780BFB,CCA108,22.71628,113.96113,316,21725,392,1216,5764,2025-07-21T08:44:58Z,ADSB
3b59e424,781E80,CHC15D,22.60831,113.9853,249,1550,85,-576,5215,2025-07-21T08:59:03Z,ADSB
3b5a2056,78209E,CHC19D,22.61092,113.99424,245,1525,92,-320,5772,2025-07-21T09:14:39Z,ADSB
3b59c85c,7817D8,CSN350,22.45149,114.1181,339,14800,387,-64,2250,2025-07-21T09:14:59Z,ADSB
3b5a4363,780D6A,CSZ9887,22.6175,113.9889,352,10775,310,2560,3150,2025-07-21T09:44:58Z,ADSB
3b5a50ac,78124B,CSH9334,22.51057,113.89017,119,6400,240,2240,3156,2025-07-21T09:59:59Z,ADSB
3b5a413f,780A58,CPA336,22.40294,114.23945,325,14375,375,1728,3357,2025-07-21T09:59:58Z,ADSB
3b5a461a,4D012B,CLX908,22.54348,114.14545,310,17000,420,1024,5331,2025-07-21T10:14:58Z,ADSB
3b5a646b,7818F6,CSN6153,22.5129,113.88479,128,6900,246,2752,4223,2025-07-21T10:29:59Z,ADSB
3b5a5c3d,781535,CSZ9615,22.63586,113.96348,356,10600,309,2368,3152,2025-07-21T10:29:58Z,ADSB
3b5a5813,780A94,CPA312,22.72019,114.04266,334,20325,411,1216,5713,2025-07-21T10:44:58Z,ADSB
3b59fa7a,78130D,CSN3048,22.40787,113.87441,8,14775,404,64,2177,2025-07-21T10:59:59Z,ADSB
3b5a6271,899105,CAL6596,22.35113,113.86861,122,34100,497,0,7021,2025-07-21T11:30:00Z,ADSB
3b5a9bdb,780461,CHH7255,22.52133,113.93456,47,7525,236,1984,3136,2025-07-21T11:44:59Z,ADSB
3b5a8a24,780193,CPA938,22.71437,114.04572,334,19350,426,1792,3354,2025-07-21T11:44:58Z,ADSB
3b5aa0e0,7806A0,CUA5252,22.52183,113.94282,43,7700,298,2816,3140,2025-07-21T11:59:58Z,ADSB
3b5a9d09,780FF4,CDG4912,22.72606,113.98911,35,14800,396,0,1156,2025-07-21T11:59:58Z,ADSB
3b5a7971,8990C9,SJX1201,22.34843,114.13432,265,16675,386,-1600,2670,2025-07-21T12:14:59Z,ADSB
3b5a591f,7817C2,CQH6193,22.64735,114.03873,231,30075,448,-64,3167,2025-07-21T12:14:59Z,ADSB
3b5a408c,780AF4,CSN398,22.65541,113.91339,8,13125,405,-1664,6520,2025-07-21T12:14:59Z,ADSB
3b5ac1d9,78920A,,22.38194,113.88687,14,1225,135,-128,5262,2025-07-21T12:29:57Z,ADSB
3b5ab3fc,782158,DKH1886,22.50982,113.9179,87,7225,265,1344,4221,2025-07-21T12:29:59Z,ADSB
3b5a6d7b,39B221,CMA575,22.64177,114.07978,334,18700,450,1408,5325,2025-07-21T12:29:59Z,ADSB
3b5ac1d9,78920A,,22.34112,113.86301,100,1225,52,-128,5262,2025-07-21T12:44:59Z,ADSB
3b5ac272,781952,CSZ8969,22.56001,113.96208,6,9350,276,2112,3142,2025-07-21T12:44:59Z,ADSB
3b5ab385,78928F,CPA344,22.4523,114.231,315,16325,359,704,3340,2025-07-21T12:45:00Z,ADSB
3b5ac67b,7807AB,CSZ9817,22.5434,113.8626,153,5675,160,1856,3137,2025-07-21T13:00:00Z,ADSB
3b5a8ba5,780780,CCA8583,22.73218,114.24693,263,12950,380,-960,0142,2025-07-21T13:00:00Z,ADSB
3b5aa317,780F56,CXA8841,22.7255,114.18497,263,12800,313,0,5135,2025-07-21T13:14:59Z,ADSB
3b5ad0bc,68220D,MGL298,22.73932,114.03259,334,21475,407,2176,5731,2025-07-21T13:14:59Z,ADSB
3b5adfb9,780217,CPA054,22.53175,114.13462,342,18225,426,2496,5747,2025-07-21T13:29:59Z,ADSB
3b5a5634,7816B5,CCA826,22.67606,114.1071,10,41125,466,64,0151,2025-07-21T13:29:59Z,ADSB
3b5aee49,899037,UIA188,22.60117,114.04507,15,10500,326,1344,3147,2025-07-21T13:30:00Z,ADSB
3b5b04d5,781EF0,CES5360,22.52453,113.87329,145,5675,231,2496,2432,2025-07-21T13:44:58Z,ADSB
3b5ae090,780805,GCR6531,22.62167,113.91374,76,11950,309,-1472,0641,2025-07-21T13:44:59Z,ADSB
3b5a8baf,781947,CSN8336,22.47954,113.88638,7,14800,421,-64,0475,2025-07-21T13:59:59Z,ADSB
3b5a9378,8880EE,VJC3948,22.71405,114.04551,334,35075,456,-64,5636,2025-07-21T13:59:59Z,ADSB
3b5ab74f,780CC5,DKH2205,22.70929,114.15499,270,6450,246,-768,1003,2025-07-21T13:59:59Z,ADSB
3b5b07e6,780676,CSN6551,22.72708,113.9566,358,12250,326,1728,3135,2025-07-21T13:59:58Z,ADSB
3b5b1d85,7803E7,CES5358,22.50526,113.90335,95,6475,249,2560,4226,2025-07-21T14:14:59Z,ADSB
3b5afaab,7820BA,CHH7048,22.53712,113.96583,227,30100,462,0,6306,2025-07-21T14:14:59Z,ADSB
3b5b2969,780B8F,CSZ9951,22.57504,114.05447,62,10225,294,1472,0617,2025-07-21T14:29:59Z,ADSB
3b5a79bf,7820A6,CSN3040,22.65079,113.91294,8,14125,369,-1472,2230,2025-07-21T14:29:59Z,ADSB
3b5ae3ce,780CB4,CHH7772,22.70471,113.88657,304,5300,217,0,3370,2025-07-21T14:29:59Z,ADSB
3b5ad202,780D6A,CSZ9888,22.71474,114.08066,263,5275,233,64,3622,2025-07-21T14:29:59Z,ADSB
3b5b2a6b,7805FE,CSN8587,22.56485,113.88586,78,5575,215,2048,0623,2025-07-21T14:44:59Z,ADSB
3b5b4496,780787,CSZ8665,22.54445,113.86201,153,5050,211,2752,3146,2025-07-21T15:00:00Z,ADSB
3b5b2f3a,39D2B1,AFR185,22.61334,114.09841,335,16075,446,1024,5161,2025-07-21T14:59:59Z,ADSB
3b5afca1,780CE3,CQH7431,22.73044,114.23184,262,36100,470,-64,6316,2025-07-21T14:59:59Z,ADSB
3b5b49a2,780D90,DKH2047,22.69762,114.00183,247,12800,372,0,0620,2025-07-21T14:59:59Z,ADSB
3b5b498e,781918,CSN3589,22.53781,113.86525,153,5475,226,2688,3145,2025-07-21T15:15:00Z,ADSB
